Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,TCS601 (T_DEV) [CR604],XCS601 (T_PAW) [CR603],PCS601 (T_DEV) [LAB2],PESE600 (T_MAY) [SEMR1],TCS695 (T_PRK) [CR604],FREE,TCS611 (T_ANB) [CR601]
Tue,PCS693 (T_MEU) [LAB2],TCS695 (T_PRK) [CR604],TCS666 (T_SHJ) [CR604],FREE,FREE,TCS611 (T_ANB) [CR601],TCS693 (T_HEP) [CR601],PCS666 (T_SHJ) [LAB2]
Wed,TCS666 (T_SHJ) [CR604],TCS601 (T_DEV) [CR604],SCS601 (T_SHJ) [SEMR1],TCS693 (T_HEP) [CR601],FREE,PCS601 (T_DEV) [LAB2],PCS693 (T_MEU) [LAB2],FREE
Thu,FREE,FREE,TCS666 (T_SHJ) [CR604],FREE,XCS601 (T_PAW) [CR603],FREE,TCS611 (T_ANB) [CR601],TCS693 (T_HEP) [CR601]
Fri,PCS666 (T_SHJ) [LAB2],FREE,TCS601 (T_DEV) [CR604],FREE,FREE,FREE,TCS695 (T_PRK) [CR604],PESE600 (T_MAY) [SEMR1]
