Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,TCS-601 (MK) [CR403],TCS-601 (MK) [CR403],TCS-693 (SP) [CR603],SCS-601 (AB) [SEMR2],FREE,TCS-614 (AA) [CR603],FREE
Tue,TCS-695 (PK) [CR602],TCS-695 (PK) [CR602],TCS-695 (PK) [CR602],FREE,FREE,FREE,FREE,TCS-693 (SP) [CR603]
Wed,TCS-611 (AB) [CR605],TCS-693 (SP) [CR603],XCS-601 (LS) [CR403],PESE-600 (MP) [SEMR2],FREE,FREE,PCS-693 (SP) [LAB2],PCS-693(L) (SP) [LAB2]
Thu,FREE,XCS-601 (LS) [CR403],TCS-614 (AA) [CR603],TCS-611 (AB) [CR605],FREE,FREE,PCS-614 (KU) [LAB3],PCS-614(L) (KU) [LAB3]
Fri,FREE,FREE,PCS-601 (VD) [LAB1],PCS-601(L) (VD) [LAB1],TCS-601 (MK) [CR403],FREE,TCS-614 (AA) [CR603],TCS-611 (AB) [CR605]
