Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,FREE,FREE,FREE,TCS-695 (PK) [CR603],TCS-695 (PK) [CR603],FREE,FREE
Tue,PCS-666 (SJ) [LAB2],PCS-666(L) (SJ) [LAB2],TCS-611 (AB) [CR403],TCS-611 (AB) [CR403],XCS-601 (PA) [CR403],TCS-666 (SJ) [CR601],TCS-601 (DVP) [CR401],TCS-601 (DVP) [CR401]
Wed,TCS-601 (DVP) [CR401],XCS-601 (PA) [CR403],TCS-666 (SJ) [CR601],TCS-693 (HP) [CR603],FREE,TCS-693 (HP) [CR603],TCS-695 (PK) [CR603],SCS-601 (RS) [SEMR2]
Thu,FREE,PESE-600 (MP) [SEMR2],FREE,FREE,PCS-601 (VD) [LAB3],PCS-601(L) (VD) [LAB3],FREE,FREE
Fri,TCS-693 (HP) [CR603],FREE,TCS-611 (AB) [CR403],FREE,PCS-693 (SP) [LAB1],PCS-693(L) (SP) [LAB1],FREE,TCS-666 (SJ) [CR601]
