Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,CS6A/TCS-695 (PK),FREE,FREE,FREE,FREE,FREE,CS4E/TCS-421 (SJ)
Tue,FREE,FREE,FREE,CS6A/TCS-695 (PK),FREE,FREE,FREE,FREE
Wed,FREE,CS4D/XCS-401 (LS),FREE,CS4E/TCS-421 (SJ),FREE,FREE,FREE,FREE
Thu,FREE,CS4E/TCS-421 (SJ),FREE,CS6A/TCS-695 (PK),FREE,FREE,FREE,FREE
Fri,FREE,FREE,FREE,FREE,CS4D/XCS-401 (LS),FREE,FREE,FREE
