Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,TCS-421 (ASB) [CR401],FREE,FREE,FREE,TCS-408 (DC) [CR601],TCS-402 (MK) [CR601],TCS-403 (MOP) [CR604]
Tue,FREE,TCS-421 (ASB) [CR401],FREE,TCS-408 (DC) [CR601],FREE,TCS-403 (MOP) [CR604],TCS-409 (SKS) [CR603],TCS-409 (SKS) [CR603]
Wed,XCS-401 (LS) [CR602],TCS-402 (MK) [CR601],FREE,TCS-421 (ASB) [CR401],PCS-403 (MOP) [LAB3],PCS-403(L) (MOP) [LAB3],TCS-403 (MOP) [CR604],FREE
Thu,FREE,FREE,TCS-409 (SKS) [CR603],FREE,FREE,XCS-401 (LS) [CR602],PCS-408 (DC) [LAB2],PCS-408(L) (DC) [LAB2]
Fri,FREE,TCS-408 (DC) [CR601],PESE-400 (KJ) [SEMR2],PESE-400(L) (KJ) [SEMR2],TCS-402 (MK) [CR601],FREE,PCS-409 (AG) [LAB4],PCS-409(L) (AG) [LAB4]
