Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,TCS-601 (DVP) [CR403],FREE,PESE-600 (MP) [SEMR2],PESE-600(L) (MP) [SEMR2],TCS-695 (PK) [CR403],TCS-693 (HP) [CR602],PCS-693 (SP) [LAB2],PCS-693(L) (SP) [LAB2]
Tue,TCS-611 (AB) [CR605],TCS-666 (SJ) [CR402],FREE,TCS-693 (HP) [CR602],TCS-693 (HP) [CR602],FREE,FREE,XCS-601 (PA) [CR601]
Wed,FREE,TCS-666 (SJ) [CR402],FREE,SCS-601 (RS) [SEMR1],TCS-601 (DVP) [CR403],TCS-611 (AB) [CR605],FREE,FREE
Thu,FREE,TCS-695 (PK) [CR403],FREE,FREE,XCS-601 (PA) [CR601],TCS-695 (PK) [CR403],PCS-666 (SJ) [LAB3],PCS-666(L) (SJ) [LAB3]
Fri,PCS-601 (VD) [LAB4],PCS-601(L) (VD) [LAB4],FREE,TCS-611 (AB) [CR605],FREE,TCS-666 (SJ) [CR402],TCS-601 (DVP) [CR403],FREE
