Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,CS6A/PCS666 (T_SHJ),CS6F/PCS601 (T_VAD),CS6E/PCS666 (T_SHJ),FREE,FREE,CS6D/PCS693 (T_MEU),CS6B/PCS666 (T_SHJ),CS6D/PCS666 (T_SHJ)
Tue,FREE,CS6A/PCS666 (T_SHJ),CS6B/PCS601 (T_DEV),FREE,CS6F/PCS601 (T_VAD),CS6F/PCS666 (T_SHJ),FREE,CS6B/PCS666 (T_SHJ)
Wed,CS6B/PCS693 (T_MEU),CS6A/PCS693 (T_MEU),FREE,FREE,FREE,CS6F/PCS666 (T_SHJ),FREE,FREE
Thu,FREE,CS6C/PCS601 (T_VAD),FREE,CS6E/PCS693 (T_MEU),FREE,CS6E/PCS666 (T_SHJ),CS6A/PCS693 (T_MEU),FREE
Fri,FREE,FREE,FREE,CS6D/PCS601 (T_VAD),FREE,FREE,CS6C/PCS693 (T_MEU),FREE
