Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,FREE,FREE,FREE,FREE,FREE,FREE,FREE
Tue,CS6B/PCS601 (T_DEV),CS6E/PCS601 (T_VAD),CS6E/PCS666 (T_RAV),FREE,CS6A/PCS601 (T_DEV),FREE,FREE,FREE
Wed,FREE,FREE,FREE,FREE,FREE,FREE,FREE,FREE
Thu,CS6C/PCS601 (T_VAD),FREE,FREE,FREE,FREE,CS6C/PCS693 (T_MEU),FREE,FREE
Fri,FREE,CS6A/PCS693 (T_MEU),CS6A/PCS666 (T_SHJ),CS6E/PCS693 (T_MEU),FREE,FREE,FREE,FREE
