Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,TCS-402 (RS) [CR605],TCS-409 (SKS) [CR601],FREE,FREE,FREE,PCS-408 (KM) [LAB4],PCS-408(L) (KM) [LAB4]
Tue,FREE,TCS-403 (GSJ) [CR401],FREE,TCS-408 (KM) [CR602],TCS-409 (SKS) [CR601],FREE,FREE,TCS-408 (KM) [CR602]
Wed,FREE,FREE,TCS-403 (GSJ) [CR401],TCS-403 (GSJ) [CR401],XCS-401 (SA) [CR605],TCS-408 (KM) [CR602],PESE-400 (SA) [SEMR1],FREE
Thu,TCS-402 (RS) [CR605],TCS-402 (RS) [CR605],PCS-403 (GSJ) [LAB3],PCS-403(L) (GSJ) [LAB3],XCS-401 (SA) [CR605],FREE,TCS-409 (SKS) [CR601],FREE
Fri,TCS-421 (ASB) [CR403],TCS-421 (ASB) [CR403],PCS-409 (AG) [LAB4],PCS-409(L) (AG) [LAB4],FREE,FREE,TCS-421 (ASB) [CR403],FREE
