Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,TCS-408 (DC) [CR602],FREE,TCS-408 (DC) [CR602],PESE-400 (KJ) [SEMR1],FREE,PCS-408 (DC) [LAB1],PCS-408(L) (DC) [LAB1]
Tue,PCS-409 (AG) [LAB4],PCS-409(L) (AG) [LAB4],TCS-421 (ASB) [CR603],FREE,FREE,FREE,FREE,TCS-402 (MK) [CR606]
Wed,TCS-421 (ASB) [CR603],XCS-401 (LS) [CR402],FREE,TCS-403 (MOP) [CR403],TCS-402 (MK) [CR606],TCS-402 (MK) [CR606],TCS-408 (DC) [CR602],FREE
Thu,TCS-409 (SKS) [CR601],TCS-421 (ASB) [CR603],FREE,TCS-403 (MOP) [CR403],PCS-403 (MOP) [LAB4],PCS-403(L) (MOP) [LAB4],FREE,TCS-409 (SKS) [CR601]
Fri,FREE,TCS-409 (SKS) [CR601],FREE,TCS-403 (MOP) [CR403],XCS-401 (LS) [CR402],FREE,FREE,FREE
