Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,FREE,FREE,FREE,FREE,FREE,FREE,CS4B/TCS-464 (SJ)
Tue,CS4B/TCS-464 (SJ),FREE,CS4B/TCS-464 (SJ),FREE,FREE,FREE,FREE,CS6F/TCS-695 (PK)
Wed,FREE,CS4C/TCS-402 (SKS),FREE,CS6A/TCS-693 (SC),FREE,FREE,CS6A/TCS-693 (SC),FREE
Thu,CS4C/TCS-402 (SKS),FREE,CS6A/TCS-693 (SC),FREE,FREE,CS6F/TCS-695 (PK),FREE,FREE
Fri,FREE,FREE,CS4C/TCS-402 (SKS),FREE,FREE,CS6F/TCS-695 (PK),FREE,FREE
