Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,FREE,CS4B/PCS-464 (SJ),CS4B/PCS-464(L) (SJ),FREE,FREE,FREE,FREE
Tue,FREE,FREE,FREE,FREE,FREE,FREE,FREE,FREE
Wed,FREE,FREE,CS6C/PCS-693 (MU),CS6C/PCS-693(L) (MU),FREE,FREE,FREE,FREE
Thu,FREE,FREE,CS6C/PCS-614 (KU),CS6C/PCS-614(L) (KU),CS6E/PCS-614 (KU),CS6E/PCS-614(L) (KU),FREE,FREE
Fri,FREE,FREE,FREE,FREE,FREE,FREE,CS4C/PCS-408 (KM),CS4C/PCS-408(L) (KM)
