Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,FREE,FREE,FREE,FREE,FREE,FREE,CS6A/TCS-693 (SC)
Tue,FREE,FREE,FREE,FREE,FREE,FREE,FREE,FREE
Wed,FREE,CS6A/TCS-693 (SC),FREE,FREE,FREE,FREE,FREE,FREE
Thu,FREE,CS6A/TCS-693 (SC),FREE,FREE,FREE,FREE,FREE,FREE
Fri,FREE,FREE,FREE,FREE,FREE,FREE,FREE,FREE
