Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,FREE,TCS-421 (ASB) [CR603],FREE,FREE,TCS-402 (RS) [CR601],FREE,XCS-401 (SA) [CR602]
Tue,FREE,TCS-409 (SKS) [CR605],FREE,FREE,FREE,TCS-408 (KM) [CR401],FREE,TCS-421 (ASB) [CR603]
Wed,PESE-400 (SA) [SEMR2],TCS-408 (KM) [CR401],PCS-408 (KM) [LAB2],PCS-408(L) (KM) [LAB2],FREE,FREE,XCS-401 (SA) [CR602],TCS-403 (GSJ) [CR602]
Thu,FREE,TCS-402 (RS) [CR601],PCS-403 (GSJ) [LAB3],PCS-403(L) (GSJ) [LAB3],TCS-421 (ASB) [CR603],TCS-402 (RS) [CR601],FREE,TCS-403 (GSJ) [CR602]
Fri,FREE,TCS-409 (SKS) [CR605],TCS-408 (KM) [CR401],FREE,TCS-409 (SKS) [CR605],TCS-403 (GSJ) [CR602],PCS-409 (AG) [LAB2],PCS-409(L) (AG) [LAB2]
