Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,FREE,FREE,FREE,FREE,TCS-409 (SC) [CR602],FREE,FREE
Tue,FREE,TCS-403 (GSJ) [CR605],TCS-421 (HP) [CR602],FREE,FREE,FREE,FREE,FREE
Wed,PCS-403 (GSJ) [LAB1],PCS-403(L) (GSJ) [LAB1],TCS-421 (HP) [CR602],TCS-403 (GSJ) [CR605],TCS-409 (SC) [CR602],TCS-402 (SKS) [CR403],TCS-408 (KM) [CR604],FREE
Thu,TCS-409 (SC) [CR602],TCS-402 (SKS) [CR403],PCS-409 (AG) [LAB3],PCS-409(L) (AG) [LAB3],PCS-408 (KM) [LAB2],PCS-408(L) (KM) [LAB2],PESE-400 (SK) [SEMR1],TCS-421 (HP) [CR602]
Fri,FREE,TCS-408 (KM) [CR604],TCS-408 (KM) [CR604],XCS-401 (DT) [CR403],XCS-401 (DT) [CR403],TCS-402 (SKS) [CR403],TCS-403 (GSJ) [CR605],FREE
