Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,PCS-614 (KU) [LAB3],PCS-614(L) (KU) [LAB3],TCS-693 (SC) [CR602],TCS-651 (AD) [CR602],FREE,TCS-614 (AA) [CR601],PCS-693 (SP) [LAB3],PCS-693(L) (SP) [LAB3]
Tue,FREE,TCS-611 (AB) [CR602],FREE,FREE,FREE,FREE,PCS-601 (VD) [LAB3],PCS-601(L) (VD) [LAB3]
Wed,SCS-601 (AA) [SEMR1],FREE,FREE,TCS-614 (AA) [CR601],FREE,FREE,TCS-693 (SC) [CR602],FREE
Thu,TCS-601 (RS) [CR605],TCS-614 (AA) [CR601],TCS-693 (SC) [CR602],FREE,FREE,TCS-651 (AD) [CR602],FREE,PESE-600 (SK) [SEMR1]
Fri,XCS-601 (MP) [CR602],TCS-601 (RS) [CR605],TCS-601 (RS) [CR602],XCS-601 (MP) [CR602],TCS-611 (AB) [CR602],TCS-651 (AD) [CR602],TCS-611 (AB) [CR602],FREE
