Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,PCS-409 (AG) [LAB1],PCS-409(L) (AG) [LAB1],TCS-402 (AA) [CR401],FREE,PCS-403 (AB) [LAB2],PCS-403(L) (AB) [LAB2],XCS-401 (GP) [CR602],TCS-409 (SC) [CR401]
Tue,TCS-403 (AB) [CR606],TCS-409 (SC) [CR401],FREE,TCS-464 (SJ) [CR605],TCS-403 (AB) [CR606],FREE,TCS-464 (SJ) [CR605],TCS-464 (SJ) [CR605]
Wed,XCS-401 (GP) [CR602],FREE,TCS-409 (SC) [CR401],TCS-408 (DC) [CR603],FREE,FREE,FREE,FREE
Thu,FREE,FREE,PESE-400 (NJ) [SEMR1],TCS-403 (AB) [CR606],FREE,FREE,PCS-464 (SJ) [LAB4],PCS-464(L) (SJ) [LAB4]
Fri,FREE,TCS-402 (AA) [CR401],PCS-408 (DC) [LAB4],PCS-408(L) (DC) [LAB4],TCS-408 (DC) [CR603],TCS-402 (AA) [CR401],FREE,TCS-408 (DC) [CR603]
