Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,TCS-408 (KM) [CR606],FREE,FREE,TCS-402 (RS) [CR604],FREE,PESE-400 (SA) [SEMR2],PCS-403 (GSJ) [LAB4],PCS-403(L) (GSJ) [LAB4]
Tue,FREE,TCS-409 (SKS) [CR402],PCS-409 (AG) [LAB4],PCS-409(L) (AG) [LAB4],TCS-403 (GSJ) [CR401],TCS-421 (ASB) [CR601],FREE,FREE
Wed,FREE,TCS-402 (RS) [CR605],TCS-409 (SKS) [CR402],FREE,FREE,TCS-408 (KM) [CR606],FREE,TCS-403 (GSJ) [CR401]
Thu,PCS-408 (KM) [LAB4],PCS-408(L) (KM) [LAB4],FREE,XCS-401 (SA) [CR603],FREE,TCS-421 (ASB) [CR601],FREE,TCS-402 (RS) [CR605]
Fri,TCS-403 (GSJ) [CR401],FREE,FREE,TCS-408 (KM) [CR606],FREE,TCS-421 (ASB) [CR601],XCS-401 (SA) [CR401],TCS-409 (SKS) [CR402]
