Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,FREE,CS6C/SCS-601 (SJ),FREE,FREE,CS6A/SCS-601 (SKS),FREE,FREE
Tue,FREE,FREE,FREE,FREE,CS6D/SCS-601 (AA),FREE,FREE,FREE
Wed,CS6B/PESE-600 (MP),CS6B/PESE-600(L) (MP),CS4A/PESE-400 (SA),CS4A/PESE-400(L) (SA),CS4C/PESE-400 (SK),CS4C/PESE-400(L) (SK),FREE,FREE
Thu,FREE,FREE,FREE,FREE,FREE,FREE,FREE,CS6F/SCS-601 (AB)
Fri,CS6E/SCS-601 (SP),FREE,FREE,FREE,CS6E/PESE-600 (LS),CS6E/PESE-600(L) (LS),CS4E/PESE-400 (KJ),CS4E/PESE-400(L) (KJ)
