Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,FREE,FREE,FREE,FREE,FREE,CS4A/PCS-408 (KM),CS4A/PCS-408(L) (KM)
Tue,CS4D/PCS-409 (AG),CS4D/PCS-409(L) (AG),FREE,FREE,FREE,FREE,CS4B/PCS-464 (SJ),CS4B/PCS-464(L) (SJ)
Wed,CS6C/PCS-693 (MU),CS6C/PCS-693(L) (MU),FREE,FREE,FREE,FREE,FREE,FREE
Thu,FREE,FREE,FREE,FREE,CS4D/PCS-403 (MOP),CS4D/PCS-403(L) (MOP),FREE,FREE
Fri,FREE,FREE,CS4A/PCS-409 (AG),CS4A/PCS-409(L) (AG),FREE,FREE,FREE,FREE
