Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,CS4A/TCS-402 (RS),FREE,CS4B/TCS-464 (SJ),CS4B/TCS-464 (SJ),FREE,FREE,CS4C/TCS-402 (SKS)
Tue,FREE,FREE,FREE,FREE,CS6C/XCS-601 (NB),FREE,FREE,FREE
Wed,CS6F/TCS-611 (AB),FREE,FREE,FREE,CS4A/XCS-401 (SA),FREE,FREE,CS4C/TCS-402 (SKS)
Thu,CS4A/TCS-402 (RS),CS4A/TCS-402 (RS),CS4B/TCS-464 (SJ),CS6F/TCS-611 (AB),CS4A/XCS-401 (SA),FREE,FREE,FREE
Fri,CS6C/XCS-601 (NB),FREE,CS4C/TCS-402 (SKS),FREE,FREE,FREE,FREE,CS6F/TCS-611 (AB)
