Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,FREE,FREE,FREE,CS6F/SCS-601 (AB),FREE,FREE,FREE
Tue,FREE,FREE,CS4C/PESE-400 (SK),CS4B/PESE-400 (NJ),FREE,FREE,CS6D/PESE-600 (SK),FREE
Wed,FREE,FREE,FREE,CS6F/PESE-600 (MP),FREE,FREE,FREE,CS6B/SCS-601 (RS)
Thu,FREE,CS6B/PESE-600 (MP),FREE,FREE,FREE,FREE,FREE,FREE
Fri,FREE,CS6C/PESE-600 (NJ),FREE,FREE,FREE,FREE,FREE,FREE
