Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,FREE,XCS-401 (LS) [CR403],PCS-409 (AG) [LAB1],PCS-409(L) (AG) [LAB1],FREE,TCS-408 (DC) [CR605],PCS-408 (DC) [LAB2],PCS-408(L) (DC) [LAB2]
Tue,FREE,TCS-421 (ASB) [CR605],FREE,FREE,TCS-403 (MOP) [CR601],FREE,TCS-403 (MOP) [CR601],FREE
Wed,TCS-409 (SKS) [CR606],FREE,TCS-402 (MK) [CR606],FREE,PESE-400 (KJ) [SEMR2],PESE-400(L) (KJ) [SEMR2],FREE,TCS-408 (DC) [CR605]
Thu,XCS-401 (LS) [CR403],TCS-421 (ASB) [CR605],TCS-408 (DC) [CR605],FREE,FREE,TCS-402 (MK) [CR606],FREE,TCS-402 (MK) [CR606]
Fri,TCS-409 (SKS) [CR606],TCS-409 (SKS) [CR606],FREE,TCS-403 (MOP) [CR601],FREE,TCS-421 (ASB) [CR605],PCS-403 (MOP) [LAB4],PCS-403(L) (MOP) [LAB4]
