Day,Period 1,Period 2,Period 3,Period 4,Period 5,Period 6,Period 7,Period 8
Mon,TCS693 (T_VIJ) [CR605],TCS601 (T_ARN) [CR603],TCS601 (T_ARN) [CR601],FREE,FREE,FREE,FREE,FREE
Tue,FREE,PCS601 (T_VAD) [LAB2],SCS601 (T_RAV) [SEMR1],FREE,TCS611 (T_ROH) [CR605],FREE,TCS695 (T_PRI) [CR605],TCS693 (T_VIJ) [CR605]
Wed,FREE,TCS611 (T_ROH) [CR605],TCS666 (T_RAV) [CR606],PCS693 (T_MEU) [LAB2],TCS601 (T_ARN) [CR603],FREE,FREE,FREE
Thu,XCS601 (T_DIV) [CR603],FREE,PCS666 (T_RAV) [LAB2],TCS666 (T_RAV) [CR606],TCS693 (T_VIJ) [CR604],TCS695 (T_PRI) [CR601],PESE600 (T_NID) [SEMR1],FREE
Fri,FREE,XCS601 (T_DIV) [CR603],TCS611 (T_ROH) [CR601],TCS695 (T_PRI) [CR604],FREE,FREE,TCS666 (T_RAV) [CR606],FREE
